Slab Width,Slab Length,AL,B,C,CA,NB,CR,CU,MN,MO,N,NI,P,S,SI,TI,V,Reheating Furnace Exit Temp,Finishing Temp,Coiling Temp,FM Exit Thickness,Coil Outr Dia,Avg line speed,weld pressure,Reduction Ratio,ACL-Thickness,ACL-Width,ACL-Length,O2 in Heating Element Furnace,Radiant Tube Furnace Dewpoint,After Tube Cooling Dewpoint,Rapid Jet Cooling Dewpoint,Coating Thickness,Drying Furnace Press,B50,Hardness,Coreloss-Before Aging,Coreloss After Aging,Permeability
1280.0,9730.0,0.002,0.0001,0.0017,0.0001,0.0002,0.032,0.007,0.23,0.001,0.0017,0.007,0.047,0.005,0.701,0.001,0.0004,1069.0,871.0,682.0,2.79,1043.194,102.673,846.0,0.82078853,0.5,1200.0,1297.028,1.197036,-24.262,-39.96,-28.1603,1.6,-5.887,1.74,128.0,6.13,6.13,1931.0
1280.0,9730.0,0.002,0.0001,0.0017,0.0001,0.0002,0.032,0.007,0.23,0.001,0.0017,0.007,0.047,0.005,0.701,0.001,0.0004,1078.0,871.0,678.0,2.79,1701.598,97.824,847.0,0.82078853,0.5,1200.0,1245.435,1.21385,-24.634,-39.96,-26.08978,1.5,-5.781,1.72,124.0,5.95,5.95,1779.0
1280.0,9730.0,0.002,0.0001,0.0017,0.0001,0.0002,0.032,0.007,0.23,0.001,0.0017,0.007,0.047,0.005,0.701,0.001,0.0004,1068.0,867.0,680.0,2.79,1091.692,92.215,850.0,0.82078853,0.5,1200.0,1129.087,1.228689,-23.666,-39.958,-25.31935,1.7,-6.319,1.73,128.0,6.24,6.24,1809.0
1280.0,9730.0,0.002,0.0001,0.0017,0.0001,0.0002,0.032,0.007,0.23,0.001,0.0017,0.007,0.047,0.005,0.701,0.001,0.0004,1076.0,871.0,680.0,2.8,1700.815,97.758,845.0,0.821428571,0.5,1200.0,1064.756,1.213595,-25.436,-39.96,-25.11086,1.5,-5.734,1.73,127.0,6.19,6.19,1797.0
1280.0,9730.0,0.003,0.0001,0.0011,0.0001,0.0002,0.029,0.007,0.25,0.001,0.0011,0.007,0.046,0.005,0.675,0.0011,0.0002,1066.0,866.0,680.0,2.79,734.777,85.86,845.0,0.82078853,0.5,1200.0,1227.601,1.252301,-26.993,-39.96,-30.45415,1.75,-6.475,1.73,127.0,6.55,6.55,1746.0
1280.0,9730.0,0.003,0.0001,0.0011,0.0001,0.0002,0.029,0.007,0.25,0.001,0.0011,0.007,0.046,0.005,0.675,0.0011,0.0002,1074.0,871.0,683.0,2.8,1076.416,98.111,847.0,0.821428571,0.5,302.0,1138.179,1.209591,-24.41,-39.935,-26.04982,1.55,-6.287,1.73,125.0,6.41,6.41,1799.0
1280.0,9730.0,0.002,0.0001,0.0012,0.0001,0.0002,0.028,0.006,0.24,0.001,0.0015,0.007,0.048,0.005,0.695,0.0009,0.0002,1059.0,860.0,675.0,2.8,1686.944,99.926,844.0,0.821428571,0.5,1200.0,1085.563,1.204924,-24.735,-39.96,-25.1932,1.55,-6.276,1.73,125.0,5.88,5.88,1895.0
1280.0,9730.0,0.002,0.0001,0.0012,0.0001,0.0002,0.028,0.006,0.24,0.001,0.0015,0.007,0.048,0.005,0.695,0.0009,0.0002,1078.0,872.0,682.0,2.8,1073.671,95.335,848.0,0.821428571,0.5,302.0,1199.685,1.227387,-24.465,-39.96,-25.9395,1.6,-6.429,1.73,126.0,5.81,5.81,1949.0
1280.0,9730.0,0.002,0.0001,0.0012,0.0001,0.0002,0.028,0.006,0.24,0.001,0.0015,0.007,0.048,0.005,0.695,0.0009,0.0002,1069.0,870.0,682.0,2.79,1087.536,102.821,842.0,0.82078853,0.5,1200.0,1102.335,1.205556,-22.632,-39.96,-25.18536,1.6,-6.372,1.73,124.0,5.96,5.96,1942.0
1280.0,9730.0,0.002,0.0001,0.0012,0.0001,0.0002,0.028,0.006,0.24,0.001,0.0015,0.007,0.048,0.005,0.695,0.0009,0.0002,1079.0,875.0,682.0,2.79,1083.616,102.854,844.0,0.82078853,0.5,302.0,1209.097,1.213452,-25.446,-39.96,-25.46044,1.6,-6.373,1.73,123.0,5.95,5.95,1919.0
1280.0,9730.0,0.002,0.0001,0.0012,0.0001,0.0002,0.028,0.006,0.24,0.001,0.0015,0.007,0.048,0.005,0.695,0.0009,0.0002,1068.0,871.0,680.0,2.8,1693.102,100.297,846.0,0.821428571,0.5,1200.0,179.83,1.21677,-23.259,-39.961,-25.99795,0.86,-6.474,1.73,126.0,7.3,7.3,1721.0
1280.0,9730.0,0.002,0.0001,0.0012,0.0001,0.0002,0.028,0.006,0.24,0.001,0.0015,0.007,0.048,0.005,0.695,0.0009,0.0002,1082.0,875.0,680.0,2.79,1069.616,97.925,846.0,0.82078853,0.5,302.0,1194.651,1.222453,-25.068,-39.96,-26.51816,1.6,-5.813,1.72,122.0,6.09,6.09,1745.0
1280.0,8770.0,0.2385,0.0001,0.0028,0.001,0.0005,0.02,0.0092,0.2254,0.0038,0.0022,0.0075,0.0745,0.0057,0.6678,0.0009,0.0002,1095.0,909.0,694.0,2.59,1636.217,96.282,849.0,0.806949807,0.5,114.3,1196.728,1.221427,-23.455,-39.96,-29.35696,1.7,-6.705,1.71,126.0,5.26,5.26,1615.0
1280.0,8770.0,0.2385,0.0001,0.0028,0.001,0.0005,0.02,0.0092,0.2254,0.0038,0.0022,0.0075,0.0745,0.0057,0.6678,0.0009,0.0002,1087.0,898.0,686.0,2.59,1644.057,97.927,845.0,0.806949807,0.5,114.3,1251.492,1.233909,-23.038,-39.771,-25.43581,1.5,-6.313,1.7,126.0,5.4,5.4,1532.0
1280.0,8770.0,0.2385,0.0001,0.0028,0.001,0.0005,0.02,0.0092,0.2254,0.0038,0.0022,0.0075,0.0745,0.0057,0.6678,0.0009,0.0002,1091.0,904.0,683.0,2.59,1028.002,89.603,843.0,0.806949807,0.5,1200.0,1254.634,1.222993,-25.845,-39.96,-30.52603,0.78,-6.508,1.71,125.0,5.43,5.43,1599.0
1280.0,9590.0,0.2385,0.0001,0.0028,0.001,0.0005,0.02,0.0092,0.2254,0.0038,0.0022,0.0075,0.0745,0.0057,0.6678,0.0009,0.0002,1077.0,888.0,671.0,2.59,1713.131,94.059,842.0,0.806949807,0.5,1200.0,1261.146,1.241738,-24.956,-39.96,-25.21892,0.77,-6.5,1.71,127.0,5.54,5.54,1541.0
1280.0,9730.0,0.2355,0.0001,0.0024,0.0015,0.0004,0.017,0.0092,0.2097,0.0012,0.0018,0.0077,0.0679,0.0052,0.651,0.0008,0.0002,1073.0,891.0,677.0,2.59,1735.304,96.452,845.0,0.806949807,0.5,1200.0,750.531,1.266519,-15.823,-39.844,-23.61941,0.77,-5.832,1.7,126.0,5.5,5.5,1533.0
1280.0,9730.0,0.2235,0.0001,0.003,0.001,0.0005,0.02,0.0095,0.2054,0.0014,0.0022,0.0079,0.0701,0.0057,0.65,0.0011,0.0002,1080.0,898.0,684.0,2.59,1732.373,99.601,848.0,0.806949807,0.5,1200.0,880.042,1.203617,-16.71,-39.961,-25.93708,0.82,-5.889,1.71,133.0,5.5,5.5,1576.0
1280.0,9730.0,0.2235,0.0001,0.003,0.001,0.0005,0.02,0.0095,0.2054,0.0014,0.0022,0.0079,0.0701,0.0057,0.65,0.0011,0.0002,1072.0,896.0,679.0,2.59,1735.015,98.824,844.0,0.806949807,0.5,1200.0,450.318,1.20457,-16.147,-39.96,-27.2013,0.87,-5.913,1.71,130.0,5.6,5.6,1591.0
1280.0,9590.0,0.2385,0.0001,0.0028,0.001,0.0005,0.02,0.0092,0.2254,0.0038,0.0022,0.0075,0.0745,0.0057,0.6678,0.0009,0.0002,1074.0,894.0,682.0,2.59,1078.329,103.825,847.0,0.806949807,0.5,1200.0,933.758,1.192982,-18.577,-39.96,-27.67013,0.8,-5.586,1.71,134.0,5.59,5.59,1624.0
1280.0,9730.0,0.2355,0.0001,0.0024,0.0015,0.0004,0.017,0.0092,0.2097,0.0012,0.0018,0.0077,0.0679,0.0052,0.651,0.0008,0.0002,1076.0,892.0,676.0,2.6,1732.34,98.15,847.0,0.807692308,0.5,1200.0,896.391,1.216374,-17.733,-39.96,-26.60621,0.89,-5.841,1.71,131.0,5.54,5.54,1616.0
1280.0,9730.0,0.2355,0.0001,0.0024,0.0015,0.0004,0.017,0.0092,0.2097,0.0012,0.0018,0.0077,0.0679,0.0052,0.651,0.0008,0.0002,1094.0,913.0,680.0,2.6,1724.81,98.155,844.0,0.807692308,0.5,1200.0,778.344,1.233528,-25.847,-39.96,-23.30288,0.8,-6.845,1.72,130.0,5.6,5.6,1668.0
1280.0,9730.0,0.2235,0.0001,0.003,0.001,0.0005,0.02,0.0095,0.2054,0.0014,0.0022,0.0079,0.0701,0.0057,0.65,0.0011,0.0002,1094.0,906.0,675.0,2.59,1735.821,100.065,844.0,0.806949807,0.5,1200.0,1016.773,1.218946,-15.803,-39.96,-26.10382,0.86,-5.778,1.71,129.0,5.5,5.5,1640.0
1280.0,9730.0,0.2235,0.0001,0.003,0.001,0.0005,0.02,0.0095,0.2054,0.0014,0.0022,0.0079,0.0701,0.0057,0.65,0.0011,0.0002,1104.0,909.0,674.0,2.59,1729.343,96.883,843.0,0.806949807,0.5,1200.0,4292.298,1.234926,-25.028,-39.96,-24.3396,0.8,-6.859,1.71,132.0,5.96,5.96,1599.0
1280.0,9730.0,0.2235,0.0001,0.003,0.001,0.0005,0.02,0.0095,0.2054,0.0014,0.0022,0.0079,0.0701,0.0057,0.65,0.0011,0.0002,1098.0,923.0,678.0,2.59,1090.582,98.44,847.0,0.806949807,0.5,1200.0,1359.448,1.205754,-16.497,-39.96,-26.59916,0.84,-5.884,1.71,130.0,5.6,5.6,1624.0
1280.0,9730.0,0.2235,0.0001,0.003,0.001,0.0005,0.02,0.0095,0.2054,0.0014,0.0022,0.0079,0.0701,0.0057,0.65,0.0011,0.0002,1099.0,927.0,682.0,2.6,1713.179,101.895,845.0,0.807692308,0.5,1200.0,392.781,1.223901,-18.181,-39.762,-28.43527,0.75,-5.616,1.72,130.0,5.48,5.48,1798.0
1280.0,9730.0,0.2249,0.0001,0.003,0.001,0.0008,0.02,0.0094,0.2,0.0016,0.0023,0.0078,0.065,0.0061,0.65,0.0009,0.0002,1081.0,902.0,686.0,2.6,1731.831,87.207,847.0,0.807692308,0.5,1200.0,4305.829,1.236633,-25.86,-39.96,-23.48103,0.81,-6.825,1.7,130.0,5.86,5.86,1515.0
1280.0,9730.0,0.2249,0.0001,0.003,0.001,0.0008,0.02,0.0094,0.2,0.0016,0.0023,0.0078,0.065,0.0061,0.65,0.0009,0.0002,1062.0,892.0,681.0,2.6,1712.678,94.288,841.0,0.807692308,0.5,1200.0,4202.195,1.229985,-23.965,-39.961,-23.84223,0.83,-6.961,1.71,133.0,5.5,5.5,1562.0
1275.0,9730.0,0.211,0.0001,0.0022,0.0001,0.0002,0.02,0.007,0.27,0.001,0.0016,0.008,0.075,0.004,0.559,0.001,0.0007,1099.0,901.0,669.0,2.79,896.341,95.387,841.0,0.82078853,0.5,1200.0,677.282,1.181198,-27.435,-35.491,-24.59576,0.79,-6.264,1.72,128.0,5.65,5.65,1771.0
1275.0,9730.0,0.233,0.0001,0.0014,0.0001,0.0002,0.02,0.007,0.25,0.001,0.0012,0.008,0.075,0.004,0.58,0.001,0.0002,1089.0,902.0,677.0,2.59,1713.649,97.068,841.0,0.806949807,0.5,1195.0,1457.621,1.226629,-27.257,-30.28,-15.64346,0.74,-5.661,1.73,138.0,7.8,7.8,1615.0
1275.0,9730.0,0.211,0.0001,0.0022,0.0001,0.0002,0.02,0.007,0.27,0.001,0.0016,0.008,0.075,0.004,0.559,0.001,0.0007,1078.0,901.0,680.0,2.59,1711.635,101.55,844.0,0.806949807,0.5,1213.0,4196.584,1.235566,-24.802,-39.961,-25.90516,0.8,-5.833,1.73,128.0,5.38,5.38,1861.0
1280.0,9730.0,0.0014,0.0001,0.0016,0.0004,0.0002,0.0286,0.0091,0.1794,0.0012,0.0034,0.0081,0.047,0.005,0.7015,0.0006,0.0002,1062.0,889.0,670.0,2.8,1715.133,104.039,849.0,0.821428571,0.5,1200.0,4215.414,1.207765,-24.356,-39.96,-23.35391,0.88,-6.41,1.74,127.0,6.12,6.12,1955.0
1280.0,9730.0,0.0014,0.0001,0.0016,0.0004,0.0002,0.0286,0.0091,0.1794,0.0012,0.0034,0.0081,0.047,0.005,0.7015,0.0006,0.0002,1076.0,890.0,677.0,2.79,1091.748,99.169,841.0,0.82078853,0.5,1200.0,1466.889,1.213857,-21.004,-39.75,-21.90139,0.75,-6.057,1.72,128.0,6.09,6.09,1751.0
1280.0,9730.0,0.0014,0.0001,0.0016,0.0004,0.0002,0.0286,0.0091,0.1794,0.0012,0.0034,0.0081,0.047,0.005,0.7015,0.0006,0.0002,1059.0,881.0,678.0,2.8,1097.191,93.912,844.0,0.821428571,0.5,1200.0,1486.2,1.214842,-21.367,-39.96,-21.23162,0.83,-5.853,1.74,129.0,6.01,6.01,1952.0
1280.0,9730.0,0.0014,0.0001,0.0016,0.0004,0.0002,0.0286,0.0091,0.1794,0.0012,0.0034,0.0081,0.047,0.005,0.7015,0.0006,0.0002,1073.0,886.0,682.0,2.79,1077.879,104.468,841.0,0.82078853,0.5,1200.0,1315.924,1.222781,-20.74,-39.961,-21.18213,0.84,-5.679,1.73,130.0,6.0,6.0,1833.0
1280.0,9730.0,0.0015,0.0001,0.0011,0.0004,0.0002,0.031,0.0093,0.17,0.0004,0.0026,0.008,0.0479,0.005,0.6566,0.0006,0.0002,1056.0,877.0,679.0,2.8,1707.808,101.882,843.0,0.821428571,0.5,1220.0,4176.032,1.245435,-17.754,-39.85,-27.31847,0.7,-5.311,1.72,124.0,5.98,5.98,1715.0
1280.0,9730.0,0.0014,0.0001,0.0016,0.0004,0.0002,0.0286,0.0091,0.1794,0.0012,0.0034,0.0081,0.047,0.005,0.7015,0.0006,0.0002,1072.0,882.0,677.0,2.79,1072.699,103.301,846.0,0.82078853,0.5,1200.0,1299.151,1.202208,-23.382,-39.96,-25.90041,0.72,-6.483,1.73,126.0,6.05,6.05,1773.0
1280.0,9730.0,0.0015,0.0001,0.0011,0.0004,0.0002,0.031,0.0093,0.17,0.0004,0.0026,0.008,0.0479,0.005,0.6566,0.0006,0.0002,1049.0,871.0,678.0,2.8,1084.721,104.946,840.0,0.821428571,0.5,1200.0,1442.864,1.18725,-21.107,-34.795,-16.26919,0.85,-5.277,1.75,126.0,5.95,5.95,1981.0
1280.0,9730.0,0.0015,0.0001,0.0011,0.0004,0.0002,0.031,0.0093,0.17,0.0004,0.0026,0.008,0.0479,0.005,0.6566,0.0006,0.0002,1072.0,880.0,682.0,2.79,1717.865,100.135,846.0,0.82078853,0.5,1200.0,763.057,1.215256,-21.766,-39.96,-29.11407,0.86,-6.336,1.73,125.0,6.44,6.44,1746.0
1280.0,9730.0,0.0015,0.0001,0.0011,0.0004,0.0002,0.031,0.0093,0.17,0.0004,0.0026,0.008,0.0479,0.005,0.6566,0.0006,0.0002,1055.0,879.0,680.0,2.8,969.076,103.143,843.0,0.821428571,0.5,1200.0,1069.782,1.234306,-16.114,-39.96,-29.61913,0.66,-6.343,1.72,128.0,5.94,5.94,1823.0
1280.0,9730.0,0.0015,0.0001,0.0011,0.0004,0.0002,0.031,0.0093,0.17,0.0004,0.0026,0.008,0.0479,0.005,0.6566,0.0006,0.0002,1071.0,884.0,681.0,2.79,1714.125,105.051,846.0,0.82078853,0.5,1230.0,4209.984,1.225001,-18.833,-39.952,-30.34544,0.7,-6.167,1.73,133.0,5.92,5.92,1882.0
1280.0,9730.0,0.002,0.0001,0.0012,0.0004,0.0002,0.0272,0.0092,0.2158,0.0016,0.003,0.0082,0.0489,0.005,0.6563,0.0006,0.0002,1052.0,880.0,680.0,2.8,1072.954,102.55,847.0,0.821428571,0.5,1200.0,1004.671,1.20551,-23.158,-39.96,-24.10437,0.78,-6.543,1.74,127.0,5.46,5.46,1949.0
1280.0,9730.0,0.002,0.0001,0.0012,0.0004,0.0002,0.0272,0.0092,0.2158,0.0016,0.003,0.0082,0.0489,0.005,0.6563,0.0006,0.0002,1070.0,887.0,683.0,2.79,1090.984,98.167,842.0,0.82078853,0.5,1200.0,1464.268,1.240589,-25.699,-39.961,-24.83834,0.86,-6.03,1.74,126.0,5.71,5.71,2043.0
1280.0,9730.0,0.002,0.0001,0.0012,0.0004,0.0002,0.0272,0.0092,0.2158,0.0016,0.003,0.0082,0.0489,0.005,0.6563,0.0006,0.0002,1041.0,868.0,682.0,2.79,1083.26,104.736,844.0,0.82078853,0.5,1210.0,1437.888,1.203527,-18.958,-39.96,-29.62282,0.7,-5.94,1.74,132.0,5.35,5.35,2027.0
1280.0,9730.0,0.0015,0.0001,0.001,0.0004,0.0002,0.0282,0.0095,0.2265,0.0008,0.0032,0.0081,0.0532,0.005,0.6719,0.0007,0.0002,1069.0,883.0,681.0,2.79,963.873,103.775,843.0,0.82078853,0.5,1200.0,1053.984,1.255532,-16.812,-39.96,-27.12611,0.68,-5.494,1.75,130.0,5.77,5.77,2051.0
1280.0,9730.0,0.002,0.0001,0.0012,0.0004,0.0002,0.0272,0.0092,0.2158,0.0016,0.003,0.0082,0.0489,0.005,0.6563,0.0006,0.0002,1065.0,883.0,682.0,2.79,1079.037,104.572,844.0,0.82078853,0.5,1200.0,1423.544,1.228248,-21.818,-39.96,-27.71045,0.77,-6.025,1.74,127.0,5.65,5.65,1980.0
1280.0,9730.0,0.002,0.0001,0.0012,0.0004,0.0002,0.0272,0.0092,0.2158,0.0016,0.003,0.0082,0.0489,0.005,0.6563,0.0006,0.0002,1074.0,885.0,682.0,2.79,1715.283,105.515,846.0,0.82078853,0.5,76.2,1326.64,1.221273,-19.755,-39.949,-30.50963,0.73,-6.136,1.73,134.0,5.76,5.76,1849.0
1280.0,9730.0,0.0015,0.0001,0.001,0.0004,0.0002,0.0282,0.0095,0.2265,0.0008,0.0032,0.0081,0.0532,0.005,0.6719,0.0007,0.0002,1072.0,889.0,684.0,2.79,1071.482,100.597,847.0,0.82078853,0.5,1210.0,1398.022,1.202129,-18.521,-39.96,-29.86327,0.74,-6.098,1.74,136.0,5.74,5.74,2006.0
1280.0,8770.0,0.0015,0.0001,0.001,0.0004,0.0002,0.0282,0.0095,0.2265,0.0008,0.0032,0.0081,0.0532,0.005,0.6719,0.0007,0.0002,1062.0,884.0,678.0,2.79,1655.952,105.025,847.0,0.82078853,0.5,1200.0,3871.066,1.225544,-21.876,-39.96,-19.75209,0.78,-5.498,1.73,126.0,5.86,5.86,1887.0
1280.0,9730.0,0.002,0.0001,0.0012,0.0004,0.0002,0.0272,0.0092,0.2158,0.0016,0.003,0.0082,0.0489,0.005,0.6563,0.0006,0.0002,1059.0,881.0,678.0,2.79,963.762,104.833,846.0,0.82078853,0.5,1200.0,1053.648,1.214627,-23.793,-39.96,-22.89076,0.87,-6.309,1.74,129.0,5.91,5.91,1998.0
1280.0,9730.0,0.0015,0.0001,0.001,0.0004,0.0002,0.0282,0.0095,0.2265,0.0008,0.0032,0.0081,0.0532,0.005,0.6719,0.0007,0.0002,1052.0,880.0,678.0,2.79,1092.026,99.906,849.0,0.82078853,0.5,257.0,814.427,1.241105,-20.12,-39.96,-29.00904,0.84,-6.054,1.73,128.0,5.58,5.58,1811.0
1265.0,9730.0,0.25,0.0001,0.003,0.0005,0.0004,0.02,0.009,0.26,0.002,0.0031,0.007,0.07,0.004,0.554,0.001,0.0002,1088.0,911.0,681.0,2.59,1697.289,102.412,845.0,0.806949807,0.5,1250.0,4087.07,1.216728,-21.081,-39.96,-23.74287,0.84,-6.338,1.74,124.0,7.13,7.13,1746.0
1265.0,9730.0,0.234,0.0001,0.0025,0.0004,0.0004,0.02,0.01,0.23,0.001,0.0033,0.008,0.071,0.004,0.532,0.0008,0.0002,1089.0,913.0,684.0,2.59,1734.288,102.284,849.0,0.806949807,0.5,1213.0,4319.203,1.259008,-22.281,-35.848,-23.64208,0.79,-5.813,1.72,124.0,5.85,5.85,1740.0
1265.0,9730.0,0.234,0.0001,0.0025,0.0004,0.0004,0.02,0.01,0.23,0.001,0.0033,0.008,0.071,0.004,0.532,0.0008,0.0002,1091.0,915.0,683.0,2.6,1738.943,0.0,0.0,0.807692308,0.5,76.2,1403.635,0.0,0.0,0.0,0.0,0.69,0.0,1.73,128.0,7.59,7.59,1642.0
1265.0,9730.0,0.24,0.0001,0.0023,0.0004,0.001,0.02,0.009,0.24,0.0014,0.0019,0.008,0.071,0.004,0.542,0.0008,0.0,1083.0,907.0,677.0,2.59,1739.45,102.761,849.0,0.806949807,0.5,1210.0,4347.37,1.241959,-22.094,-39.96,-24.56197,0.71,-6.466,1.72,127.0,5.84,5.84,1784.0
1265.0,9730.0,0.234,0.0001,0.0025,0.0004,0.0004,0.02,0.01,0.23,0.001,0.0033,0.008,0.071,0.004,0.532,0.0008,0.0002,1079.0,906.0,681.0,2.59,1744.861,102.245,846.0,0.806949807,0.5,1213.0,4376.984,1.244822,-23.939,-39.961,-24.4591,0.82,-6.01,1.73,125.0,5.8,5.8,1837.0
1265.0,9730.0,0.234,0.0001,0.0025,0.0004,0.0004,0.02,0.01,0.23,0.001,0.0033,0.008,0.071,0.004,0.532,0.0008,0.0002,1092.0,921.0,682.0,2.59,1582.89,96.115,848.0,0.806949807,0.5,1226.0,3530.327,1.215022,-22.338,-39.96,-28.05053,0.71,-5.795,1.74,127.0,6.11,6.11,1876.0
1265.0,9730.0,0.238,0.0001,0.003,0.0004,0.001,0.019,0.01,0.23,0.0014,0.0022,0.008,0.073,0.004,0.539,0.001,0.0,1089.0,914.0,681.0,2.59,1742.608,102.251,848.0,0.806949807,0.5,1213.0,4364.646,1.231388,-24.11,-36.467,-23.96102,0.77,-5.829,1.73,127.0,5.85,5.85,1790.0
1265.0,9730.0,0.24,0.0001,0.0023,0.0004,0.001,0.02,0.009,0.24,0.0014,0.0019,0.008,0.071,0.004,0.542,0.0008,0.0,1097.0,923.0,681.0,2.59,1735.439,102.126,849.0,0.806949807,0.5,1213.0,4325.476,1.220616,-24.568,-39.961,-23.61958,0.77,-5.799,1.72,126.0,5.86,5.86,1769.0
1280.0,9730.0,0.002,0.0001,0.0008,0.0004,0.0005,0.023,0.011,0.25,0.001,0.0026,0.008,0.042,0.005,0.712,0.0008,0.0002,1053.0,882.0,680.0,2.79,968.949,77.305,844.0,0.82078853,0.5,1200.0,953.715,1.23276,-27.021,-39.96,-22.15625,0.79,-6.111,1.72,126.0,5.76,5.76,1668.0
1260.0,9590.0,0.002,0.0001,0.0012,0.0001,0.0003,0.029,0.006,0.25,0.001,0.0012,0.007,0.053,0.0046,0.71,0.0009,0.0002,1063.0,883.0,678.0,2.79,699.917,102.354,841.0,0.82078853,0.5,1200.0,361.253,1.216089,-20.879,-39.961,-19.44468,0.65,-5.784,1.72,128.0,5.63,5.63,1758.0
1280.0,9730.0,0.002,0.0001,0.0008,0.0003,0.0008,0.027,0.011,0.24,0.001,0.003,0.008,0.052,0.005,0.69,0.0008,0.0002,1072.0,875.0,678.0,2.8,970.292,100.894,842.0,0.821428571,0.5,1200.0,1073.485,1.202555,-24.927,-39.96,-28.51592,0.73,-6.379,1.72,129.0,5.67,5.67,1609.0
1280.0,9730.0,0.002,0.0001,0.0008,0.0003,0.0008,0.027,0.011,0.24,0.001,0.003,0.008,0.052,0.005,0.69,0.0008,0.0002,1081.0,877.0,680.0,2.79,976.417,87.514,847.0,0.82078853,0.5,1200.0,812.527,1.208825,-25.926,-39.96,-23.44918,0.89,-6.998,1.72,129.0,6.21,6.21,1706.0
1280.0,9730.0,0.002,0.0001,0.0012,0.0001,0.0003,0.029,0.006,0.25,0.001,0.0012,0.007,0.053,0.0046,0.71,0.0009,0.0002,1080.0,881.0,679.0,2.79,1721.22,78.417,849.0,0.82078853,0.5,1200.0,1021.868,1.245612,-24.842,-39.96,-22.59084,0.78,-5.9,1.72,126.0,6.22,6.22,1741.0
1280.0,9730.0,0.001,0.0001,0.0009,0.0003,0.001,0.028,0.01,0.23,0.001,0.0033,0.008,0.046,0.005,0.65,0.0007,0.0002,1081.0,871.0,677.0,2.8,1709.938,96.873,846.0,0.821428571,0.5,1200.0,4187.464,1.244908,-22.796,-39.96,-28.97702,0.73,-5.964,1.73,128.0,7.96,7.96,1574.0
1280.0,9730.0,0.002,0.0001,0.0006,0.0004,0.0002,0.017,0.011,0.19,0.0013,0.0019,0.009,0.04,0.005,0.718,0.0009,0.0002,1075.0,886.0,678.0,2.79,1095.179,106.237,847.0,0.82078853,0.5,1200.0,1478.675,1.246648,-23.966,-39.962,-26.41389,0.75,-5.765,1.72,130.0,5.46,5.46,1708.0
1280.0,9730.0,0.002,0.0001,0.0006,0.0004,0.0002,0.017,0.011,0.19,0.0013,0.0019,0.009,0.04,0.005,0.718,0.0009,0.0002,1066.0,887.0,679.0,2.79,1077.609,102.826,845.0,0.82078853,0.5,1200.0,1418.709,1.275053,-25.907,-39.96,-24.77137,0.77,-5.979,1.72,123.0,5.7,5.7,1706.0
1280.0,9730.0,0.002,0.0001,0.0022,0.0001,0.0002,0.028,0.007,0.24,0.0006,0.0025,0.007,0.046,0.005,0.72,0.0007,0.0002,1066.0,887.0,682.0,2.8,941.905,100.693,849.0,0.821428571,0.5,1200.0,988.222,1.23155,-27.583,-39.96,-25.17072,0.73,-6.055,1.73,127.0,5.67,5.67,1859.0
1280.0,9730.0,0.002,0.0001,0.0022,0.0001,0.0002,0.028,0.007,0.24,0.0006,0.0025,0.007,0.046,0.005,0.72,0.0007,0.0002,1072.0,888.0,684.0,2.8,1717.488,103.209,847.0,0.821428571,0.5,1200.0,1363.057,1.236757,-24.461,-39.96,-24.07067,0.7,-6.031,1.72,130.0,5.8,5.8,1754.0
1280.0,9730.0,0.002,0.0001,0.0022,0.0001,0.0002,0.028,0.007,0.24,0.0006,0.0025,0.007,0.046,0.005,0.72,0.0007,0.0002,1077.0,887.0,679.0,2.8,1094.183,100.526,848.0,0.821428571,0.5,1200.0,1475.248,1.213398,-24.25,-39.96,-22.83082,0.83,-6.164,1.73,126.0,5.74,5.74,1884.0
1280.0,9730.0,0.002,0.0001,0.0008,0.0004,0.0004,0.025,0.011,0.19,0.0012,0.0026,0.009,0.046,0.005,0.65,0.0009,0.0002,1074.0,882.0,683.0,2.8,1094.191,102.278,849.0,0.821428571,0.5,1200.0,1362.633,1.228891,-23.042,-38.95,-23.02051,0.81,-6.064,1.74,124.0,5.65,5.65,1928.0
1310.0,9500.0,0.519,0.0004,0.002,0.002,0.0002,0.02,0.017,0.3,0.001,0.0021,0.007,0.013,0.003,2.656,0.001,0.0013,1120.0,881.1566,686.3824,2.5999975,1578.646,0.0,0.0,0.74999976,0.65,1250.0,2630.0,0.0,0.0,0.0,0.0,5.7,0.0,1.67,206.0,3.31,3.31,961.0
1310.0,9350.0,0.539,0.0004,0.0019,0.002,0.0003,0.02,0.016,0.28,0.001,0.0018,0.008,0.014,0.003,2.611,0.001,0.0013,1120.0,879.37933,685.17944,2.5999997,1669.686,0.0,0.0,0.749999971,0.65,1250.0,2996.0,0.0,0.0,0.0,0.0,5.7,0.0,1.67,203.0,3.34,3.35,1009.0
1310.0,9380.0,0.524,0.0005,0.002,0.002,0.0002,0.02,0.016,0.28,0.001,0.0023,0.007,0.011,0.003,2.642,0.001,0.0013,1120.0,880.0306,686.9358,2.6000009,1684.978,63.78,852.0,0.750000087,0.65,1250.0,3118.741,1.213815,-34.739,-39.917,-35.30242,5.7,-8.004,1.67,205.0,3.26,3.27,1049.0
